100MB,2023-04-14 05:48:38,22.852741147000415
100MB,2023-04-14 05:49:01,22.98775596700034
100MB,2023-04-14 05:49:24,22.945467278999786
100MB,2023-04-14 05:49:47,22.786315392000688
100MB,2023-04-14 05:50:10,22.884758293999766
100MB,2023-04-14 05:50:33,22.877629425000123
100MB,2023-04-14 05:50:56,23.108887696998863
100MB,2023-04-14 05:51:19,22.822216968999783
100MB,2023-04-14 05:51:42,22.82668848800131
100MB,2023-04-14 05:52:05,22.915663412000868
100MB,2023-04-23 06:34:23,20.23285449200003
100MB,2023-04-23 06:41:43,19.77733404500009
100MB,2023-04-23 06:42:02,19.710734247000005
100MB,2023-04-23 06:42:22,20.073571668
100MB,2023-04-23 06:42:42,20.030443686000012
100MB,2023-04-23 06:43:03,20.088245312999902
100MB,2023-04-23 06:43:23,20.08385792499996
100MB,2023-04-23 06:43:43,19.974204216999965
100MB,2023-04-23 06:44:02,19.714832061999914
100MB,2023-04-23 06:44:22,19.95007555099994
100MB,2023-04-23 06:44:42,20.076035735999994
