10MB,2023-04-14 05:45:42,17.026459208000233
10MB,2023-04-14 05:45:59,17.0594203870005
10MB,2023-04-14 05:46:16,16.98074518300018
10MB,2023-04-14 05:46:33,17.16568877700047
10MB,2023-04-14 05:46:50,16.96714354299911
10MB,2023-04-14 05:47:07,17.05647204699926
10MB,2023-04-14 05:47:24,16.97464237299937
10MB,2023-04-14 05:47:41,17.00500116100011
10MB,2023-04-14 05:47:58,16.981170061999364
10MB,2023-04-14 05:48:15,17.047704036998766
10MB,2023-04-23 06:34:03,16.071544044000007
10MB,2023-04-23 06:38:59,15.93023687699997
10MB,2023-04-23 06:39:15,15.819560028999945
10MB,2023-04-23 06:39:30,15.924304851999977
10MB,2023-04-23 06:39:46,15.842665603
10MB,2023-04-23 06:40:02,15.754578194000032
10MB,2023-04-23 06:40:18,15.777411506000021
10MB,2023-04-23 06:40:34,16.318200512999965
10MB,2023-04-23 06:40:51,16.75660020700002
10MB,2023-04-23 06:41:07,15.789029117000041
10MB,2023-04-23 06:41:23,16.006062161000045
