1MB,2023-04-14 05:41:24,16.447145162999732
1MB,2023-04-14 05:41:41,16.395264087001124
1MB,2023-04-14 05:41:57,16.483783770001537
1MB,2023-04-14 05:42:13,16.41555115600022
1MB,2023-04-14 05:42:30,16.31314878199919
1MB,2023-04-14 05:42:46,16.459447191000436
1MB,2023-04-14 05:43:03,16.374066897999
1MB,2023-04-14 05:43:20,17.39064281100036
1MB,2023-04-14 05:43:36,16.45866193099937
1MB,2023-04-14 05:43:54,17.443606448001447
1MB,2023-04-23 06:33:46,15.60625166700001
1MB,2023-04-23 06:36:23,15.496875018000026
1MB,2023-04-23 06:36:39,15.402906841000004
1MB,2023-04-23 06:36:54,15.394445694000012
1MB,2023-04-23 06:37:10,15.615586319999977
1MB,2023-04-23 06:37:25,15.479758593999975
1MB,2023-04-23 06:37:41,15.403954381000005
1MB,2023-04-23 06:37:56,15.338794021000012
1MB,2023-04-23 06:38:12,15.70791476100004
1MB,2023-04-23 06:38:27,15.603457034999963
1MB,2023-04-23 06:38:43,15.455946014000006
