1GB,2023-04-12 04:21:32,63.32186264405027
1GB,2023-04-12 04:22:33,60.39678833691869
1GB,2023-04-12 04:23:34,61.76858229096979
1GB,2023-04-12 04:24:35,60.439316696021706
1GB,2023-04-12 04:25:37,61.85518694703933
1GB,2023-04-12 04:26:37,60.569444493041374
1GB,2023-04-12 04:27:38,60.38074963109102
1GB,2023-04-12 04:28:39,61.08747715095524
1GB,2023-04-12 04:29:39,60.54548202699516
1GB,2023-04-12 04:30:40,60.92376239504665
1GB,2023-04-14 05:53:28,83.55177927299883
1GB,2023-04-14 05:54:52,84.15351216099953
1GB,2023-04-14 05:56:16,83.37064573899988
1GB,2023-04-14 05:57:40,83.71096397700057
1GB,2023-04-14 05:59:04,84.39832562999982
1GB,2023-04-14 06:00:27,83.48612623900044
1GB,2023-04-14 06:01:51,83.45861238999896
1GB,2023-04-14 06:03:15,83.80782731900035
1GB,2023-04-14 06:04:38,83.79744964100064
1GB,2023-04-14 06:06:02,83.39281250699969
