1MB,2023-04-14 15:40:48,15.31794734900177
1MB,2023-04-14 15:41:05,16.883553591003874
1MB,2023-04-14 15:41:21,16.293519446000573
1MB,2023-04-14 15:41:37,15.796420769001998
1MB,2023-04-14 15:41:52,15.328515487999539
1MB,2023-04-14 15:42:08,15.46506022700487
1MB,2023-04-14 15:42:23,15.83265555500111
1MB,2023-04-14 15:42:40,16.17357226299646
1MB,2023-04-14 15:42:55,15.170532812000602
1MB,2023-04-14 15:43:11,16.380719128006604
1MB,2023-04-23 07:23:02,14.186785805
1MB,2023-04-23 07:23:17,14.210187654000038
1MB,2023-04-23 07:23:33,15.81244132899974
1MB,2023-04-23 07:23:47,14.157591786000012
1MB,2023-04-23 07:24:01,14.158402776000003
1MB,2023-04-23 07:24:15,14.198047555999892
1MB,2023-04-23 07:24:29,14.22015551200002
1MB,2023-04-23 07:24:43,14.135544849000325
1MB,2023-04-23 07:24:59,15.113249282000197
1MB,2023-04-23 07:25:13,14.193785336000019
