10MB,2023-04-11 03:35:42,76.88471179595217
10MB,2023-04-11 03:36:59,76.63785777892917
10MB,2023-04-11 03:38:16,76.8840844919905
10MB,2023-04-11 03:39:32,76.75720209197607
10MB,2023-04-11 03:40:49,77.11180406296626
10MB,2023-04-11 03:42:06,76.53142953000497
10MB,2023-04-11 03:43:22,76.43394565803465
10MB,2023-04-11 03:44:40,77.28116888506338
10MB,2023-04-11 03:45:57,76.88426367205102
10MB,2023-04-11 03:47:13,76.95310091297142
10MB,2023-04-12 04:44:43,76.94791232992429
10MB,2023-04-12 04:45:59,76.75619333190843
10MB,2023-04-12 04:47:16,76.89058647397906
10MB,2023-04-12 04:48:33,76.93878177192528
10MB,2023-04-12 04:49:50,77.05078786297236
10MB,2023-04-12 04:51:07,77.05982866999693
10MB,2023-04-12 04:52:24,76.8370512269903
10MB,2023-04-12 04:53:41,76.79763862199616
10MB,2023-04-12 04:54:58,77.08108172798529
10MB,2023-04-12 04:56:15,77.06332609301899
10MB,2023-04-12 05:46:09,76.44148675305769
