1MB,2024-11-18 04:12:21,12.206192319979891
1MB,2024-11-18 04:13:09,11.269192309933715
1MB,2024-11-18 04:14:31,11.196301353978924
1MB,2024-11-18 04:18:06,11.223483310081065
1MB,2024-11-18 04:18:18,11.250448702950962
1MB,2024-11-18 04:18:29,11.202156412997283
1MB,2024-11-18 04:18:40,11.21370167506393
1MB,2024-11-18 07:45:01,11.239918155013584
1MB,2024-11-18 07:45:12,11.155524095986038
1MB,2024-11-18 07:45:23,11.175495516043156
1MB,2024-11-18 07:45:35,11.243378823040985
1MB,2024-11-18 07:45:46,11.243566104909405
1MB,2024-11-18 07:45:57,11.207612185040489
1MB,2024-11-18 07:46:08,11.215672035003081
1MB,2024-11-18 07:46:20,11.182380156009458
1MB,2024-11-18 07:46:31,11.171331236953847
1MB,2024-11-18 07:46:42,11.231126854079776
